Field.code	Field	N.non.missing	N.missing	N.cases	N.controls	Notes
2090	Seen doctor (GP) for nerves, anxiety, tension or depression	335108	2091	115328	219780	"ACE touchscreen question """"Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?"""""
2188	Long-standing illness, disability or infirmity	329663	7536	107123	222540	"ACE touchscreen question """"Do you have any long-standing illness, disability or infirmity?"""""
2207	Wears glasses or contact lenses	336919	280	301012	35907	"ACE touchscreen question """"Do you wear glasses or contact lenses to correct your vision?"""""
2247_1	Hearing difficulty/problems: Yes	323978	13221	84839	239139	"ACE touchscreen question """"Do you have any difficulty with your hearing?"""" The option to identify oneself as completely deaf was added in 2009 alongside the introduction of the speech-in-noise test."
2257	Hearing difficulty/problems with background noise	330759	6440	125089	205670	"ACE touchscreen question """"Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?"""" ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
2316	Wheeze or whistling in the chest in last year	331257	5942	68531	262726	"ACE touchscreen question """"In the last year have you ever had wheeze or whistling in the chest?"""""
2335	Chest pain or discomfort	334053	3146	51937	282116	"ACE touchscreen question """"Do you ever have any pain or discomfort in your chest?"""""
2345	Ever had bowel cancer screening	332011	5188	107072	224939	"ACE touchscreen question """"Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)"""" If the participant activated the Help button they were shown the message: Screening tests for bowel or colorectal cancer include: - FOBT (faecal occult blood test) - this is when you are given a set of cards and asked to smear a part of your stool on three separate occasions onto the cards and then return the cards to be tested for blood. - Sigmoidoscopy - a tube is used to examine the lower bowel. This is usually done in a doctor's office without pain relief. - Colonoscopy - a long tube is used the examine the whole large bowel; you would usually have to drink a large amount of special liquid to prepare the bowel, and you would be given a sedative medication for the procedure."
2415	Had major operations	155045	182154	99647	55398	"ACE touchscreen question """"Have you had any major operations? (For example, operations that required an overnight stay in hospital)"""" If the participant activated the Help button they were shown the message: If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit. ~F2415~ is male question equivalent of female question ~F2844~"
2473	Other serious medical condition/disability diagnosed by doctor	331274	5925	67968	263306	"ACE touchscreen question """"Has a doctor ever told you that you have had any other serious medical conditions or disabilities?"""" If the participant activated the Help button they were shown the message: If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously, enter Do not know and you will be asked about this by an interviewer later in this visit."
2492	Taking other prescription medications	336330	869	158113	178217	"ACE touchscreen question """"Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""""
2674	Ever had breast cancer screening / mammogram	180861	156338	146420	34441	"ACE touchscreen question """"Have you ever been for breast cancer screening (a mammogram)?"""""
2694	Ever had cervical smear test	180764	156435	177237	3527	"ACE touchscreen question """"Have you ever had a cervical smear test?"""""
2724	Had menopause	152035	185164	111605	40430	"ACE touchscreen question """"Have you had your menopause (periods stopped)?"""""
2774	Ever had stillbirth, spontaneous miscarriage or termination	178474	158725	56172	122302	"ACE touchscreen question """"Have you ever had any stillbirths, spontaneous miscarriages or terminations?"""""
2784	Ever taken oral contraceptive pill	180749	156450	149365	31384	"ACE touchscreen question """"Have you ever taken the contraceptive pill? (include the 'mini-pill')"""""
2814	Ever used hormone-replacement therapy (HRT)	180631	156568	71377	109254	"ACE touchscreen question """"Have you ever used hormone replacement therapy (HRT)?"""""
2844	Had other major operations	179567	157632	120566	59001	"ACE touchscreen question """"Have you had any other major operations? (for example, operations that required an overnight stay in hospital)"""" If the participant activated the Help button they were shown the message: If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit. The other refers to operations other than hysterectomy and bilateral oophorectomy."
4598	Ever depressed for a whole week	109229	227970	58468	50761	"ACE touchscreen question """"Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?"""""
6138_1	Qualifications: College or University degree	334070	3129	106305	227765	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_100	Qualifications: None of the above	334070	3129	57567	276503	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_2	Qualifications: A levels/AS levels or equivalent	334070	3129	91710	242360	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_3	Qualifications: O levels/GCSEs or equivalent	334070	3129	159730	174340	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_5	Qualifications: NVQ or HND or HNC or equivalent	334070	3129	62848	271222	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_6	Qualifications: Other professional qualifications eg: nursing, teaching	334070	3129	97524	236546	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6142_1	Current employment status: In paid employment or self-employed	336252	947	190779	145473	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
6142_2	Current employment status: Retired	336252	947	125766	210486	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
6143_1	Transport type for commuting to job workplace: Car/motor vehicle	177550	159649	142996	34554	"ACE touchscreen question """"What types of transport do you use to get to and from work? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you use more than one form of transport then select all that apply ~F6143~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ except those who indicated they always work from home, as defined by their answers to ~F6142~"
6145_100	Illness, injury, bereavement, stress in last 2 years: None of the above	335219	1980	189518	145701	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6145_3	Illness, injury, bereavement, stress in last 2 years: Death of a close relative	335219	1980	69921	265298	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6148_100	Eye problems/disorders: None of the above	108817	228382	84686	24131	"ACE touchscreen question """"Has a doctor told you that you have any of the following problems with your eyes? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you have had any of the listed eye problems enter Do not know."
6149_100	Mouth/teeth dental problems: None of the above	336138	1061	204310	131828	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6149_6	Mouth/teeth dental problems: Dentures	336138	1061	56894	279244	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6150_100	Vascular/heart problems diagnosed by doctor: None of the above	336683	516	236530	100153	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6150_4	Vascular/heart problems diagnosed by doctor: High blood pressure	336683	516	91033	245650	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6152_100	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above	336782	417	228530	108252	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6152_9	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	336782	417	77891	258891	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6153_100	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above	180203	156996	124239	55964	"ACE touchscreen question """"Do you regularly take any of the following medications? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6154_100	Medication for pain relief, constipation, heartburn: None of the above	333581	3618	184936	148645	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6154_3	Medication for pain relief, constipation, heartburn: Paracetamol	333581	3618	72882	260699	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6155_100	Vitamin and mineral supplements: None of the above	335591	1608	231424	104167	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6155_7	Vitamin and mineral supplements: Multivitamins +/- minerals	335591	1608	71695	263896	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_1	Pain type(s) experienced in last month: Headache	336650	549	66967	269683	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_100	Pain type(s) experienced in last month: None of the above	336650	549	136199	200451	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_3	Pain type(s) experienced in last month: Neck or shoulder pain	336650	549	76404	260246	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_4	Pain type(s) experienced in last month: Back pain	336650	549	85221	251429	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_7	Pain type(s) experienced in last month: Knee pain	336650	549	71561	265089	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6162_1	Types of transport used (excluding work): Car/motor vehicle	335650	1549	268888	66762	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6162_2	Types of transport used (excluding work): Walk	335650	1549	165354	170296	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6162_3	Types of transport used (excluding work): Public transport	335650	1549	99542	236108	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6164_1	Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)	335599	1600	241930	93669	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_2	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	335599	1600	162803	172796	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_4	Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)	335599	1600	175376	160223	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_5	Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)	335599	1600	147922	187677	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6177_100	Medication for cholesterol, blood pressure or diabetes: None of the above	154702	182497	103004	51698	"ACE touchscreen question """"Do you regularly take any of the following medications? (you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6179_1	Mineral and other dietary supplements: Fish oil (including cod liver oil)	336314	885	106738	229576	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6179_100	Mineral and other dietary supplements: None of the above	336314	885	191371	144943	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6179_2	Mineral and other dietary supplements: Glucosamine	336314	885	65971	270343	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
