Field.code	Field	N.non.missing	N.missing	N.cases	N.controls	Notes
6142_2	Current employment status: Retired	336252	947	125766	210486	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
6142_3	Current employment status: Looking after home and/or family	336252	947	16722	319530	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
6142_4	Current employment status: Unable to work because of sickness or disability	336252	947	12554	323698	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
6142_6	Current employment status: Doing unpaid or voluntary work	336252	947	12407	323845	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
6143_1	Transport type for commuting to job workplace: Car/motor vehicle	177550	159649	142996	34554	"ACE touchscreen question """"What types of transport do you use to get to and from work? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you use more than one form of transport then select all that apply ~F6143~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ except those who indicated they always work from home, as defined by their answers to ~F6142~"
6143_2	Transport type for commuting to job workplace: Walk	177550	159649	27862	149688	"ACE touchscreen question """"What types of transport do you use to get to and from work? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you use more than one form of transport then select all that apply ~F6143~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ except those who indicated they always work from home, as defined by their answers to ~F6142~"
6143_3	Transport type for commuting to job workplace: Public transport	177550	159649	35908	141642	"ACE touchscreen question """"What types of transport do you use to get to and from work? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you use more than one form of transport then select all that apply ~F6143~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ except those who indicated they always work from home, as defined by their answers to ~F6142~"
6143_4	Transport type for commuting to job workplace: Cycle	177550	159649	13527	164023	"ACE touchscreen question """"What types of transport do you use to get to and from work? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you use more than one form of transport then select all that apply ~F6143~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ except those who indicated they always work from home, as defined by their answers to ~F6142~"
6145_1	Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself	335219	1980	30762	304457	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6145_100	Illness, injury, bereavement, stress in last 2 years: None of the above	335219	1980	189518	145701	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6145_2	Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative	335219	1980	38516	296703	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6145_3	Illness, injury, bereavement, stress in last 2 years: Death of a close relative	335219	1980	69921	265298	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6145_6	Illness, injury, bereavement, stress in last 2 years: Financial difficulties	335219	1980	37284	297935	"ACE touchscreen question """"In the last 2 years have you experienced any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6147_1	Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')	335700	1499	26943	308757	"ACE touchscreen question """"Why were you prescribed glasses/contacts? (You can select more than one answer)"""" The following checks were performed: If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. ~F6147~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~"
6147_2	Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')	335700	1499	13923	321777	"ACE touchscreen question """"Why were you prescribed glasses/contacts? (You can select more than one answer)"""" The following checks were performed: If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. ~F6147~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~"
6147_3	Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')	335700	1499	29144	306556	"ACE touchscreen question """"Why were you prescribed glasses/contacts? (You can select more than one answer)"""" The following checks were performed: If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. ~F6147~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~"
6148_100	Eye problems/disorders: None of the above	108817	228382	84686	24131	"ACE touchscreen question """"Has a doctor told you that you have any of the following problems with your eyes? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you have had any of the listed eye problems enter Do not know."
6148_4	Eye problems/disorders: Cataract	108817	228382	10475	98342	"ACE touchscreen question """"Has a doctor told you that you have any of the following problems with your eyes? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you have had any of the listed eye problems enter Do not know."
6149_1	Mouth/teeth dental problems: Mouth ulcers	336138	1061	34398	301740	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6149_100	Mouth/teeth dental problems: None of the above	336138	1061	204310	131828	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6149_3	Mouth/teeth dental problems: Bleeding gums	336138	1061	43469	292669	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6149_4	Mouth/teeth dental problems: Loose teeth	336138	1061	13238	322900	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6149_5	Mouth/teeth dental problems: Toothache	336138	1061	13290	322848	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6149_6	Mouth/teeth dental problems: Dentures	336138	1061	56894	279244	"ACE touchscreen question """"Do you have any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year."
6150_100	Vascular/heart problems diagnosed by doctor: None of the above	336683	516	236530	100153	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6150_2	Vascular/heart problems diagnosed by doctor: Angina	336683	516	10618	326065	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6150_4	Vascular/heart problems diagnosed by doctor: High blood pressure	336683	516	91033	245650	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6151_7	Fractured bone site(s): Other bones	335546	1653	17380	318166	"ACE touchscreen question """"Which bones did you fracture/break? (You can select more than one answer)"""" The following checks were performed: If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. ~F6151~ was collected from participants who indicated they have had fractured/broken bones in the last 5 years, as defined by their answers to ~F2463~"
6152_100	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above	336782	417	228530	108252	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6152_8	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	336782	417	38791	297991	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6152_9	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	336782	417	77891	258891	"ACE touchscreen question """"Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you do not know if you have had any of the listed conditions, enter None of the above. You can check this with an interviewer later in the visit."
6153_1	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication	180203	156996	22705	157498	"ACE touchscreen question """"Do you regularly take any of the following medications? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6153_100	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above	180203	156996	124239	55964	"ACE touchscreen question """"Do you regularly take any of the following medications? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6153_2	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	180203	156996	31488	148715	"ACE touchscreen question """"Do you regularly take any of the following medications? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6153_4	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Hormone replacement therapy	180203	156996	13365	166838	"ACE touchscreen question """"Do you regularly take any of the following medications? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6154_1	Medication for pain relief, constipation, heartburn: Aspirin	333581	3618	46946	286635	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6154_100	Medication for pain relief, constipation, heartburn: None of the above	333581	3618	184936	148645	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6154_2	Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)	333581	3618	49411	284170	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6154_3	Medication for pain relief, constipation, heartburn: Paracetamol	333581	3618	72882	260699	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6154_5	Medication for pain relief, constipation, heartburn: Omeprazole (e.g. Zanprol)	333581	3618	20058	313523	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Some over the counter medicines are known by other names. Please enter the corresponding name if you take any of the following REGULARLY (that is, most days of the week for the last 4 weeks): Aspirin: Alka Rapid Crystals, Alka-Seltzer XS, Anadin Extra, Anadin Original, Askit powders, Aspro Clear, Codis 500, Disprin, Disprin Extra Ibuprofen: Anadin Ultra, Anadin Ibuprofen, Cuprofen Plus, Nurofen, Solpaflex, Ibuleve Paracetamol: Anadin Extra, Hedex Extra, Panadol, Paracodol, Paramol, Solpadeine, Syndol, Veganin, Feminax, Midrid, Migraleve Codeine: Codis 500, Cuprofen Plus, Nurofen Plus, Panadol Ultra, Paracodol, Paramol, Solpadeine Max, Sopadeine Plus, Solpafelx, Syndol, Veganin, Feminax, Migraleve"
6155_100	Vitamin and mineral supplements: None of the above	335591	1608	231424	104167	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6155_2	Vitamin and mineral supplements: Vitamin B	335591	1608	13498	322093	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6155_3	Vitamin and mineral supplements: Vitamin C	335591	1608	28536	307055	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6155_4	Vitamin and mineral supplements: Vitamin D	335591	1608	12510	323081	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6155_7	Vitamin and mineral supplements: Multivitamins +/- minerals	335591	1608	71695	263896	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_1	Pain type(s) experienced in last month: Headache	336650	549	66967	269683	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_100	Pain type(s) experienced in last month: None of the above	336650	549	136199	200451	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_3	Pain type(s) experienced in last month: Neck or shoulder pain	336650	549	76404	260246	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_4	Pain type(s) experienced in last month: Back pain	336650	549	85221	251429	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_5	Pain type(s) experienced in last month: Stomach or abdominal pain	336650	549	28098	308552	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_6	Pain type(s) experienced in last month: Hip pain	336650	549	37714	298936	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6159_7	Pain type(s) experienced in last month: Knee pain	336650	549	71561	265089	"ACE touchscreen question """"In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)"""" The following checks were performed: If code 8 was selected, then no additional choices were allowed. If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
6162_1	Types of transport used (excluding work): Car/motor vehicle	335650	1549	268888	66762	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6162_2	Types of transport used (excluding work): Walk	335650	1549	165354	170296	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6162_3	Types of transport used (excluding work): Public transport	335650	1549	99542	236108	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6162_4	Types of transport used (excluding work): Cycle	335650	1549	23918	311732	"ACE touchscreen question """"In the last 4 weeks, which forms of transport have you used most often to get about? (Not including any journeys to and from work; you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Remember not to include journeys to and from work. ~F6162~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
6164_1	Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)	335599	1600	241930	93669	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_100	Types of physical activity in last 4 weeks: None of the above	335599	1600	19551	316048	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_2	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	335599	1600	162803	172796	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_3	Types of physical activity in last 4 weeks: Strenuous sports	335599	1600	34693	300906	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_4	Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)	335599	1600	175376	160223	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6164_5	Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)	335599	1600	147922	187677	"ACE touchscreen question """"In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Strenuous sports include sports that make you sweat or breathe hard. Heavy DIY includes chopping wood, home or car maintenance, lifting heavy objects or using heavy tools."
6177_1	Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	154702	182497	35840	118862	"ACE touchscreen question """"Do you regularly take any of the following medications? (you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6177_100	Medication for cholesterol, blood pressure or diabetes: None of the above	154702	182497	103004	51698	"ACE touchscreen question """"Do you regularly take any of the following medications? (you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6177_2	Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	154702	182497	38548	116154	"ACE touchscreen question """"Do you regularly take any of the following medications? (you can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -1 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If you are not sure if you take any of the types of medications, enter Do not know. You will be asked to provide all of the medications that you take later in the visit."
6179_1	Mineral and other dietary supplements: Fish oil (including cod liver oil)	336314	885	106738	229576	"ACE touchscreen question """"Do you regularly take any of the following? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed."
